"hh_size","rule_id","rule","n_conditions","role","coefficient","importance","workload_pct","n_flagged","errors_caught","clean_flagged","precision","recall","dollar_recall","lift","base_rate","error_tag"
"1","rule396","rawearn >= 526 & months_since_cert_n >= 3.5 & rawben_rel_max < 0.8274 & expedited_i %in% c(""TRUE"")",4,"INCLUDE",20.435,1.226,0.4,43,26,17,0.605,0.033,0.038,9.07,0.067,"earned_overissuance"
"1","rule2623","rawearn >= 1095 & months_since_cert_n >= 10.5",2,"INCLUDE",15.593,0.845,0.3,35,21,14,0.6,0.026,0.028,9,0.067,"earned_overissuance"
"1","rule7961","percent_abawd >= 0.5 & months_since_cert_n >= 9.5 & total_deductions >= 529.3",3,"INCLUDE",11.275,0.722,0.4,49,28,21,0.571,0.035,0.038,8.57,0.067,"earned_overissuance"
"1","rule343","unc_rawben_rel_max < 1.654 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n >= 7.5 & rawearn >= 1320",4,"INCLUDE",2.319,0.17,0.5,64,36,28,0.562,0.045,0.047,8.44,0.067,"earned_overissuance"
"1","rule3989","rawgross < 17 & shelter_expenses >= 57 & months_since_cert_n >= 4.5 & utilities < 73",4,"INCLUDE",20.103,1.388,0.5,57,30,27,0.526,0.038,0.047,7.89,0.067,"earned_overissuance"
"1","rule7302","rawearn < 2090 & unc_rawben_rel_max < 0.976 & expedited_i %in% c(""TRUE"") & rawearn >= 36.5",4,"INCLUDE",0.016,0.001,0.6,76,40,36,0.526,0.05,0.052,7.89,0.067,"earned_overissuance"
"1","rule6505","shelter_expenses < 2118 & shelter_expenses >= 1135 & rawgross < 359 & months_since_cert_n >= 6",4,"INCLUDE",2.074,0.163,0.6,74,38,36,0.514,0.048,0.056,7.7,0.067,"earned_overissuance"
"1","rule7650","unc_rawben_rel_max >= 1.755 & utilities < 465.5 & months_since_cert_n >= 2.5 & utilities >= 401",4,"INCLUDE",13.233,0.93,0.5,59,30,29,0.508,0.038,0.047,7.63,0.067,"earned_overissuance"
"1","rule2660","percent_abawd >= 0.5 & shelter_expenses >= 1730",2,"INCLUDE",17.515,1.063,0.4,44,22,22,0.5,0.028,0.035,7.5,0.067,"earned_overissuance"
"1","rule3401","months_since_cert_n < 34.5 & total_deductions < 1457 & shelter_expenses >= 1754 & percent_abawd >= 0.5",4,"INCLUDE",4.53,0.269,0.4,42,21,21,0.5,0.026,0.035,7.5,0.067,"earned_overissuance"
"1","rule1031","rawearn >= 1058 & utilities >= 24.5 & months_since_cert_n >= 7.5",3,"INCLUDE",3.138,0.269,0.7,88,43,45,0.489,0.054,0.053,7.33,0.067,"earned_overissuance"
"1","rule6692","months_since_cert_n >= 4.5 & rawearn >= 50.5 & rawben_rel_max < 0.9737 & rawben_rel_max >= 0.4124",4,"INCLUDE",7.658,0.955,1.6,188,91,97,0.484,0.115,0.098,7.26,0.067,"earned_overissuance"
"1","rule3826","rawgross < 2.5 & months_since_cert_n >= 4.5 & total_deductions >= 15 & utilities < 60",4,"INCLUDE",8.505,0.673,0.6,75,36,39,0.48,0.045,0.052,7.2,0.067,"earned_overissuance"
"1","rule3149","unc_rawben_rel_max >= 1.662 & months_since_cert_n >= 3.5 & utilities < 465.5 & utilities >= 407.5",4,"INCLUDE",7.932,0.598,0.6,68,32,36,0.471,0.04,0.05,7.06,0.067,"earned_overissuance"
"1","rule2748","unc_rawben_rel_max >= 1.813 & months_since_cert_n >= 4.5 & utilities < 634.5 & utilities >= 448.5",4,"INCLUDE",5.089,0.455,0.8,96,44,52,0.458,0.055,0.063,6.88,0.067,"earned_overissuance"
"1","rule434","rawunearn < 720 & rawben_rel_max < 0.8945 & rawearn >= 11 & rawearn < 688.5",4,"INCLUDE",3.168,0.246,0.6,72,32,40,0.444,0.04,0.039,6.67,0.067,"earned_overissuance"
"1","rule6828","utilities >= 343.5 & unc_rawben_rel_max < 1.915 & shelter_expenses >= 1818 & total_deductions < 910",4,"INCLUDE",15.698,1.016,0.4,50,22,28,0.44,0.028,0.036,6.6,0.067,"earned_overissuance"
"1","rule7338","rawgross >= 17 & unc_rawben_rel_max < 0.974 & rawben_rel_max >= 0.7966 & rawearn >= 2.5",4,"INCLUDE",19.194,2.113,1.2,146,64,82,0.438,0.081,0.076,6.58,0.067,"earned_overissuance"
"1","rule1010","elderly_disabled_i %in% c(""FALSE"") & unc_rawben_rel_max < 1.893 & rawben_rel_max < 0.952 & expedited_i %in% c(""TRUE"")",4,"INCLUDE",4.225,0.37,0.8,92,40,52,0.435,0.05,0.053,6.52,0.067,"earned_overissuance"
"1","rule2418","unc_rawben_rel_max >= 1.466 & months_since_cert_n >= 5.5 & rawgross < 488.5 & shelter_expenses >= 946",4,"INCLUDE",10.699,1.186,1.2,148,63,85,0.426,0.079,0.092,6.39,0.067,"earned_overissuance"
